Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_053451.1	14340345	15038894	2	minus	roundabout guidance receptor 1	ROBO1	120748439	protein-coding	XM_040054708.2	XP_039910642.1	1654	
NC_053451.1	14806727	14809879	2	minus	uncharacterized LOC120748441	LOC120748441	120748441	lncRNA	XR_005699361.1			
NC_053451.1	14810563	14820734	2	minus	uncharacterized LOC120748440	LOC120748440	120748440	lncRNA	XR_005699360.2			
NC_053451.1	15045738	15051087	2	plus	uncharacterized LOC120749046	LOC120749046	120749046	lncRNA	XR_005699503.2			
NC_053451.1	15068453	15076404	2	plus	uncharacterized LOC120749322	LOC120749322	120749322	lncRNA	XR_005699623.2			
NC_053451.1	15078170	15088605	2	plus	uncharacterized LOC120749323	LOC120749323	120749323	lncRNA	XR_005699624.1			
NC_053451.1	15108605	15110520	2	plus	uncharacterized LOC120749226	LOC120749226	120749226	lncRNA	XR_005699589.1			
NC_053451.1	15113178	15124745	2	plus	uncharacterized LOC120749225	LOC120749225	120749225	lncRNA	XR_005699588.1			
NC_053451.1	15383140	15386385	2	plus	short transient receptor potential channel 2-like	LOC120766033	120766033	protein-coding	XM_058424221.1	XP_058280204.1	323	
NC_053451.1	15386783	15396397	2	minus	nuclear mitotic apparatus protein 1-like	LOC120766038	120766038	protein-coding	XM_040091412.2	XP_039947346.2	153	
NC_053451.1	15398177	15402701	2	minus	ragulator complex protein LAMTOR1-like	LOC120748933	120748933	protein-coding	XM_040055920.1	XP_039911854.1	161	
NC_053451.1	15405921	15407785	2	plus	transmembrane O-methyltransferase homolog	LOC120749529	120749529	protein-coding	XM_040057024.2	XP_039912958.1	259	
NC_053451.1	15407721	15410294	2	minus	anaphase-promoting complex subunit 15-like	LOC120749528	120749528	protein-coding	XM_040057023.2	XP_039912957.1	122	
NC_053451.1	15410818	15411579	2	plus	folate receptor alpha-like	LOC120766047	120766047	protein-coding	XM_058424222.1	XP_058280205.1	163	
NC_053451.1	15411524	15420178	2	minus	nuclear mitotic apparatus protein 1-like	LOC120766058	120766058	protein-coding	XM_058424267.1	XP_058280250.1	189	
NC_053451.1	15429970	15641805	2	minus	amyloid beta precursor protein	APP	120748762	protein-coding	XM_040055532.2	XP_039911466.1	750	
NC_053451.1	15490888	15492687	2	plus	uncharacterized LOC131378491	LOC131378491	131378491	lncRNA	XR_009207548.1			
NC_053451.1	15673986	15715269	2	minus	uncharacterized LOC120748958	LOC120748958	120748958	protein-coding	XM_040055964.2	XP_039911898.1	265	
NC_053451.1	15727481	15740612	2	plus	somatotropin-like	LOC120748920	120748920	protein-coding	XM_058424268.1	XP_058280251.1	238	
NC_053451.1	15755052	15795961	2	minus	microtubule associated protein 6	MAP6	120749315	protein-coding	XM_040056602.1	XP_039912536.1	401	
NC_053451.1	15810421	15837412	2	plus	monoacylglycerol O-acyltransferase 2	MOGAT2	120748999	protein-coding	XM_040056037.1	XP_039911971.1	335	
NC_053451.1	15858454	15881252	2	plus	diacylglycerol O-acyltransferase 2	DGAT2	120748803	protein-coding	XM_040055636.2	XP_039911570.1	383	
NC_053451.1	15896366	16006337	2	plus	UV radiation resistance associated	UVRAG	120749096	protein-coding	XM_040056230.2	XP_039912164.1	685	
NC_053451.1	16175976	16202275	2	minus	Wnt family member 11	WNT11	120748817	protein-coding	XM_040055664.2	XP_039911598.1	354	
NC_053451.1	16224991	16225062	2	plus	transfer RNA proline (anticodon AGG)	TRNAP-AGG	120749743	tRNA				
NC_053451.1	16225309	16225380	2	minus	transfer RNA proline (anticodon UGG)	TRNAP-UGG	120749730	tRNA				
NC_053451.1	16308766	16308949	2	plus	U2 spliceosomal RNA	LOC120749711	120749711	snRNA	XR_005699761.1			
NC_053451.1	16343445	16362864	2	minus	THAP domain containing 12	THAP12	120748794	protein-coding	XM_040055605.2	XP_039911539.1	766	
NC_053451.1	16379186	16422668	2	plus	EMSY transcriptional repressor, BRCA2 interacting	EMSY	120748559	protein-coding	XM_040055041.2	XP_039910975.1	1288	
NC_053451.1	16519727	16533089	2	minus	transforming growth factor beta activator LRRC32-like	LOC120749618	120749618	protein-coding	XM_040057185.2	XP_039913119.1	684	
NC_053451.1	16592848	16598762	2	plus	WD repeat domain 73	WDR73	120749576	protein-coding	XM_040057112.2	XP_039913046.1	377	
NC_053451.1	16602315	16615484	2	minus	arrestin beta 1	ARRB1	120748971	protein-coding	XM_040055992.2	XP_039911926.1	418	
NC_053451.1	16617592	16659613	2	minus	phosphodiesterase 2A	PDE2A	120748540	protein-coding	XM_040055005.2	XP_039910939.1	943	
NC_053451.1	16672254	16708223	2	minus	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	ARAP1	120748514	protein-coding	XM_040054916.2	XP_039910850.1	1548	
NC_053451.1	16709331	16717304	2	minus	StAR related lipid transfer domain containing 10	STARD10	120749515	protein-coding	XM_040056987.2	XP_039912921.1	277	
NC_053451.1	16721038	16794752	2	plus	ClpB family mitochondrial disaggregase	CLPB	120749234	protein-coding	XM_040056450.2	XP_039912384.1	767	
NC_053451.1	16798443	16803120	2	plus	paired like homeobox 2A	PHOX2A	120749651	protein-coding	XM_040057280.1	XP_039913214.1	275	
NC_053451.1	16805023	16818687	2	minus	inositol polyphosphate phosphatase like 1	INPPL1	120747856	protein-coding	XM_040053894.2	XP_039909828.1	1301	
NC_053451.1	16819899	16822640	2	minus	folate receptor alpha-like	LOC120747865	120747865	protein-coding	XM_040053907.2	XP_039909841.1	322	
NC_053451.1	16822663	16824497	2	plus	anaphase promoting complex subunit 15	ANAPC15	120747895	protein-coding	XM_040053948.2	XP_039909882.1	192	
NC_053451.1	16824777	16826157	2	minus	transmembrane O-methyltransferase homolog	LOC120747909	120747909	protein-coding	XM_040053963.2	XP_039909897.1	283	
NC_053451.1	16830184	16835009	2	plus	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	LAMTOR1	120747625	protein-coding	XM_040053647.2	XP_039909581.1	161	
NC_053451.1	16836424	16857178	2	plus	nuclear mitotic apparatus protein 1	NUMA1	120747594	protein-coding	XM_040053609.2	XP_039909543.1	1698	
NC_053451.1	16882912	16913235	2	minus	listerin E3 ubiquitin protein ligase 1	LTN1	120748592	protein-coding	XM_040055174.2	XP_039911108.1	1767	
NC_053451.1	16913566	16918166	2	minus	RWD domain containing 2B	RWDD2B	120748799	protein-coding	XM_040055626.2	XP_039911560.1	292	
NC_053451.1	16917898	16936409	2	plus	ubiquitin specific peptidase 16	USP16	120748798	protein-coding	XM_040055614.2	XP_039911548.1	816	
NC_053451.1	16938311	16949019	2	minus	chaperonin containing TCP1 subunit 8	CCT8	120748894	protein-coding	XM_040055833.1	XP_039911767.1	553	
NC_053451.1	16978502	17010342	2	plus	MAP3K7 C-terminal like	MAP3K7CL	120748825	protein-coding	XM_040055672.1	XP_039911606.1	160	
NC_053451.1	17042108	17067137	2	plus	BTB domain and CNC homolog 1	BACH1	120748915	protein-coding	XM_040055883.2	XP_039911817.1	766	
NC_053451.1	17076269	17100186	2	minus	PAX3 and PAX7 binding protein 1	PAXBP1	120748062	protein-coding	XM_040054138.2	XP_039910072.1	957	
NC_053451.1	17117958	17119442	2	minus	interleukin 18 binding protein	IL18BP	120749010	protein-coding	XM_040056064.2	XP_039911998.1	166	
NC_053451.1	17121080	17135727	2	minus	ring finger protein 121	RNF121	120749485	protein-coding	XM_040056929.2	XP_039912863.1	325	
NC_053451.1	17135821	17142888	2	plus	XRCC1 N-terminal domain containing 1, N-terminal like	XNDC1N	120749483	protein-coding	XM_040056925.2	XP_039912859.1	400	
NC_053451.1	17142729	17169697	2	minus	nuclear mitotic apparatus protein 1-like	LOC120747578	120747578	protein-coding	XM_040053590.2	XP_039909524.2	924	
NC_053451.1	17197267	17211370	2	minus	CD200 molecule	CD200	120748922	protein-coding	XM_040055891.1	XP_039911825.1	254	
NC_053451.1	17211663	17223789	2	minus	uncharacterized LOC120747673	LOC120747673	120747673	protein-coding	XM_040053696.1	XP_039909630.1	256	
NC_053451.1	17234696	17242558	2	minus	OX-2 membrane glycoprotein-like	LOC120749534	120749534	protein-coding	XM_040057030.1	XP_039912964.1	331	
NC_053451.1	17257425	17269769	2	minus	chromosome 2 C3orf52 homolog	C2H3orf52	120749603	protein-coding	XM_040057167.2	XP_039913101.1	262	
NC_053451.1	17272689	17296318	2	minus	suppressor of tumorigenicity 14 protein-like	LOC120748968	120748968	protein-coding	XM_040055982.2	XP_039911916.1	776	
NC_053451.1	17297928	17350435	2	minus	transmembrane serine protease 7	TMPRSS7	120748466	protein-coding	XM_040054788.1	XP_039910722.1	827	
NC_053451.1	17349729	17360600	2	minus	transgelin 3	TAGLN3	120748468	protein-coding	XM_040054799.1	XP_039910733.1	199	
NC_053451.1	17360211	17377413	2	minus	abhydrolase domain containing 10, depalmitoylase	ABHD10	120749285	protein-coding	XM_040056542.1	XP_039912476.1	291	
NC_053451.1	17378880	17500264	2	minus	pleckstrin homology like domain family B member 2	PHLDB2	120749624	protein-coding	XM_040057196.2	XP_039913130.1	1333	
NC_053451.1	17506993	17526060	2	minus	phosphatidylinositol specific phospholipase C X domain containing 2	PLCXD2	120749626	protein-coding	XM_040057208.2	XP_039913142.1	325	
NC_053451.1	17536291	17564941	2	minus	CD96 molecule	CD96	120749202	protein-coding	XM_040056395.1	XP_039912329.1	404	
NC_053451.1	17666426	17728247	2	minus	nectin cell adhesion molecule 3	NECTIN3	120748886	protein-coding	XM_040055793.2	XP_039911727.1	564	
NC_053451.1	18053223	18062635	2	plus	uncharacterized LOC120749456	LOC120749456	120749456	lncRNA	XR_005699657.2			
NC_053451.1	18090412	18099376	2	plus	uncharacterized LOC120749297	LOC120749297	120749297	lncRNA	XR_005699607.2			
NC_053451.1	18167516	18177620	2	minus	chromosome 2 C3orf85 homolog	C2H3orf85	120749265	protein-coding	XM_040056511.2	XP_039912445.1	128	
NC_053451.1	18248498	18288195	2	plus	guanylate cyclase activator 1C	GUCA1C	120749209	protein-coding	XM_040056411.1	XP_039912345.1	186	
NC_053451.1	18304941	18336977	2	plus	uncharacterized LOC120748901	LOC120748901	120748901	protein-coding	XM_040055841.2	XP_039911775.1	894	
NC_053451.1	18340143	18351334	2	minus	T-cell receptor-associated transmembrane adapter 1	LOC120749433	120749433	protein-coding	XM_040056823.1	XP_039912757.1	181	
NC_053451.1	18406479	18415960	2	plus	SH2 domain-containing protein 1B-like	LOC120749371	120749371	protein-coding	XM_040056720.1	XP_039912654.1	170	
NC_053451.1	18419615	18444883	2	plus	cellular inhibitor of PP2A	CIP2A	120749474	protein-coding	XM_040056911.2	XP_039912845.1	910	
NC_053451.1	18463994	18511639	2	plus	myosin heavy chain 15	MYH15	120748426	protein-coding	XM_040054663.2	XP_039910597.1	1937	
NC_053451.1	18513434	18518123	2	minus	HHLA2 member of B7 family	HHLA2	120747683	protein-coding	XM_040053707.1	XP_039909641.1	361	
NC_053451.1	18523408	18543709	2	plus	intraflagellar transport 57	IFT57	120749471	protein-coding	XM_040056903.1	XP_039912837.1	418	
NC_053451.1	18560001	18581561	2	plus	CD47 molecule	CD47	120748537	protein-coding	XM_040054988.2	XP_039910922.1	330	
NC_053451.1	18609472	18750495	2	minus	BBX high mobility group box domain containing	BBX	120748164	protein-coding	XM_040054240.2	XP_039910174.1	892	
NC_053451.1	19205040	19330872	2	plus	Cbl proto-oncogene B	CBLB	120748876	protein-coding	XM_040055775.1	XP_039911709.1	970	
NC_053451.1	19353912	19467029	2	minus	activated leukocyte cell adhesion molecule	ALCAM	120749059	protein-coding	XM_040056161.2	XP_039912095.1	591	
NC_053451.1	19572077	19576987	2	plus	uncharacterized LOC120749346	LOC120749346	120749346	lncRNA	XR_005699630.2			
NC_053451.1	20180917	20180990	2	minus	transfer RNA isoleucine (anticodon AAU)	TRNAI-AAU	120749731	tRNA				
NC_053451.1	20183712	20186481	2	minus	uncharacterized LOC120748949	LOC120748949	120748949	lncRNA	XR_005699469.2			
NC_053451.1	20204831	20207708	2	minus	uncharacterized LOC120748948	LOC120748948	120748948	lncRNA	XR_005699467.2			
NC_053451.1	20367119	20466573	2	minus	zona pellucida like domain containing 1	ZPLD1	120749662	protein-coding	XM_040057314.2	XP_039913248.1	415	
NC_053451.1	20496441	20507530	2	minus	uncharacterized LOC120749266	LOC120749266	120749266	lncRNA	XR_005699598.1			
NC_053451.1	20538155	20546471	2	minus	NFKB inhibitor zeta	NFKBIZ	120749577	protein-coding	XM_040057114.1	XP_039913048.1	612	
NC_053451.1	20560468	20582243	2	minus	neurexophilin and PC-esterase domain family member 3	NXPE3	120749124	protein-coding	XM_040056272.1	XP_039912206.1	561	
NC_053451.1	20587944	20604593	2	minus	centrosomal protein 97	CEP97	120749176	protein-coding	XM_040056358.1	XP_039912292.1	865	
NC_053451.1	20604816	20608591	2	plus	ribosomal protein L24	RPL24	120765023	protein-coding	XM_040089193.2	XP_039945127.1	157	
NC_053451.1	20611309	20630274	2	plus	zinc finger and BTB domain containing 11	ZBTB11	120765008	protein-coding	XM_040089184.2	XP_039945118.1	1042	
NC_053451.1	20634284	20643408	2	minus	PEST proteolytic signal containing nuclear protein	PCNP	120748567	protein-coding	XM_040055075.1	XP_039911009.1	178	
NC_053451.1	20645139	20648872	2	minus	tRNA methyltransferase 10C, mitochondrial RNase P subunit	TRMT10C	120749295	protein-coding	XM_040056563.1	XP_039912497.1	417	
NC_053451.1	20648892	20650973	2	plus	thioredoxin like 4B	TXNL4B	120749296	protein-coding	XM_040056567.1	XP_039912501.1	149	
NC_053451.1	20652281	20656977	2	minus	putative protein FAM172B	LOC120748577	120748577	protein-coding	XM_040055108.1	XP_039911042.1	397	
NC_053451.1	20656770	20699961	2	plus	SUMO specific peptidase 7	SENP7	120748576	protein-coding	XM_040055088.2	XP_039911022.1	1049	
NC_053451.1	20704950	20756127	2	plus	interphotoreceptor matrix proteoglycan 2	IMPG2	120748870	protein-coding	XM_040055767.2	XP_039911701.1	1385	
NC_053451.1	20781674	20965120	2	plus	ABI family member 3 binding protein	ABI3BP	120747918	protein-coding	XM_040053974.1	XP_039909908.1	1419	
NC_053451.1	20965981	20988326	2	minus	trafficking from ER to golgi regulator	TFG	120748020	protein-coding	XM_040054097.2	XP_039910031.1	391	
NC_053451.1	20986360	21019190	2	minus	adhesion G protein-coupled receptor G7	ADGRG7	120747792	protein-coding	XM_058424435.1	XP_058280418.1	817	
NC_053451.1	21023596	21047823	2	minus	transmembrane protein 45A	TMEM45A	120748828	protein-coding	XM_040055679.2	XP_039911613.1	275	
NC_053451.1	21061605	21070769	2	minus	leukemia NUP98 fusion partner 1	LNP1	120749081	protein-coding	XM_040056203.2	XP_039912137.1	197	
NC_053451.1	21072902	21096133	2	plus	translocase of outer mitochondrial membrane 70	TOMM70	120764934	protein-coding	XM_040089110.2	XP_039945044.1	584	
NC_053451.1	21097650	21109632	2	minus	nitrilase family member 2	NIT2	120764974	protein-coding	XM_040089158.2	XP_039945092.1	282	
NC_053451.1	21112511	21144477	2	minus	TBC1 domain family member 23	TBC1D23	120764919	protein-coding	XM_040089079.2	XP_039945013.1	695	
NC_053451.1	21145345	21368232	2	plus	cms1 ribosomal small subunit homolog	CMSS1	120764938	protein-coding	XM_040089124.2	XP_039945058.1	335	
NC_053451.1	21147357	21335870	2	minus	filamin A interacting protein 1 like	FILIP1L	120764901	protein-coding	XM_040089027.2	XP_039944961.1	1210	
NC_053451.1	21368957	21376969	2	plus	cell cycle control protein 50C-like	LOC120749041	120749041	protein-coding	XM_040056128.2	XP_039912062.1	351	
NC_053451.1	21393079	21434987	2	minus	discoidin, CUB and LCCL domain containing 2	DCBLD2	120748900	protein-coding	XM_040055838.1	XP_039911772.1	722	
NC_053451.1	21619938	21707203	2	plus	collagen type VIII alpha 1 chain	COL8A1	120749501	protein-coding	XM_040056959.2	XP_039912893.1	739	
NC_053451.1	21711320	21756630	2	minus	ST3 beta-galactoside alpha-2,3-sialyltransferase 6	ST3GAL6	120748496	protein-coding	XM_040054865.2	XP_039910799.1	356	
NC_053451.1	21780844	21788905	2	plus	coproporphyrinogen oxidase	CPOX	120749498	protein-coding	XM_040056951.1	XP_039912885.1	403	
NC_053451.1	21789322	21789393	2	minus	transfer RNA aspartic acid (anticodon GUC)	TRNAD-GUC	120749732	tRNA				
NC_053451.1	21789754	21789827	2	minus	transfer RNA isoleucine (anticodon AAU)	TRNAI-AAU	120749733	tRNA				
NC_053451.1	21793557	21793628	2	plus	transfer RNA aspartic acid (anticodon GUC)	TRNAD-GUC	120749744	tRNA				
NC_053451.1	21793771	21793842	2	plus	transfer RNA histidin (anticodon GUG)	TRNAH-GUG	120749745	tRNA				
NC_053451.1	21794073	21794146	2	minus	transfer RNA isoleucine (anticodon AAU)	TRNAI-AAU	120749734	tRNA				
NC_053451.1	21794375	21794456	2	plus	transfer RNA serine (anticodon AGA)	TRNAS-AGA	120749726	tRNA				
NC_053451.1	21794714	21794787	2	plus	transfer RNA threonine (anticodon AGU)	TRNAT-AGU	120749727	tRNA				
NC_053451.1	21795335	21795408	2	minus	transfer RNA isoleucine (anticodon AAU)	TRNAI-AAU	120749735	tRNA				
NC_053451.1	21795709	21795791	2	minus	transfer RNA leucine (anticodon CAG)	TRNAL-CAG	120749737	tRNA				
NC_053451.1	21796700	21814440	2	minus	transcription termination factor 2	TTF2	120749222	protein-coding	XM_040056427.1	XP_039912361.1	1168	
NC_053451.1	21814750	21825217	2	minus	G protein-coupled receptor 161	GPR161	120749560	protein-coding	XM_040057071.2	XP_039913005.1	568	
NC_053451.1	21827211	21834491	2	plus	TOR signaling pathway regulator	TIPRL	120749233	protein-coding	XM_040056449.2	XP_039912383.1	273	
NC_053451.1	21837641	21847670	2	plus	SFT2 domain containing 2	SFT2D2	120749073	protein-coding	XM_040056193.1	XP_039912127.1	160	
NC_053451.1	21847839	21870212	2	plus	T-box transcription factor 19	TBX19	120748887	protein-coding	XM_040055796.2	XP_039911730.1	460	
NC_053451.1	21878589	22130332	2	plus	uncharacterized LOC120749610	LOC120749610	120749610	lncRNA	XR_005699694.2			
NC_053451.1	21952200	21955722	2	minus	lymphotactin-like	LOC120749609	120749609	protein-coding	XM_040057173.1	XP_039913107.1	97	
NC_053451.1	22010086	22035691	2	minus	dermatopontin	DPT	120749608	protein-coding	XM_040057172.2	XP_039913106.1	199	
NC_053451.1	22157194	22172049	2	plus	ATPase Na+/K+ transporting subunit beta 1	ATP1B1	120765942	protein-coding	XM_040091220.1	XP_039947154.1	305	
NC_053451.1	22171684	22259504	2	minus	NME/NM23 family member 7	NME7	120765932	protein-coding	XM_040091196.2	XP_039947130.1	376	
NC_053451.1	22259575	22267813	2	plus	basic leucine zipper nuclear factor 1	BLZF1	120748709	protein-coding	XM_040055384.1	XP_039911318.1	397	
NC_053451.1	22268447	22280034	2	minus	coiled-coil domain containing 181	CCDC181	120748708	protein-coding	XM_040055382.2	XP_039911316.1	474	
NC_053451.1	22280903	22292343	2	minus	solute carrier family 19 member 2	SLC19A2	120747817	protein-coding	XM_040053861.2	XP_039909795.1	491	
NC_053451.1	22299241	22309007	2	minus	coagulation factor V-like	LOC120749660	120749660	protein-coding	XM_040057310.2	XP_039913244.1	213	
NC_053451.1	22380068	22464829	2	minus	leucine zipper protein 2	LUZP2	120749658	protein-coding	XM_040057290.2	XP_039913224.1	389	
NC_053451.1	22465947	22477800	2	minus	coagulation factor V-like	LOC120749659	120749659	protein-coding	XM_040057306.1	XP_039913240.1	297	
NC_053451.1	22722984	22742947	2	minus	coagulation factor V	F5	120747827	protein-coding	XM_040053871.2	XP_039909805.1	1333	
NC_053451.1	22749861	22771787	2	minus	autophagy related 3	ATG3	120748477	protein-coding	XM_040054819.2	XP_039910753.1	314	
NC_053451.1	22771968	22783474	2	plus	solute carrier family 35 member A5	SLC35A5	120748478	protein-coding	XM_040054822.2	XP_039910756.1	432	
NC_053451.1	22786839	22806543	2	minus	coiled-coil domain containing 80	CCDC80	120748927	protein-coding	XM_040055901.2	XP_039911835.1	955	
NC_053451.1	22808984	22809046	2	plus	U6 spliceosomal RNA	LOC120749721	120749721	snRNA	XR_005699771.1			
NC_053451.1	22885445	22900686	2	minus	cell surface glycoprotein CD200 receptor 1-A-like	LOC120748960	120748960	protein-coding	XM_040055971.2	XP_039911905.1	309	
NC_053451.1	22915605	22927219	2	minus	cell surface glycoprotein CD200 receptor 1-B-like	LOC120747837	120747837	protein-coding	XM_040053881.1	XP_039909815.1	285	
NC_053451.1	22938924	22943158	2	plus	GTP binding protein 8 (putative)	GTPBP8	120749399	protein-coding	XM_040056763.1	XP_039912697.1	275	
NC_053451.1	22945037	22947337	2	plus	TATA-box binding protein associated factor 13	TAF13	120748912	protein-coding	XM_040055879.1	XP_039911813.1	124	
NC_053451.1	22947311	22953450	2	minus	nucleolus and neural progenitor protein	NEPRO	120748911	protein-coding	XM_040055878.1	XP_039911812.1	555	
NC_053451.1	22954599	22971931	2	plus	protein spire homolog 1-like	LOC120748910	120748910	protein-coding	XM_040055877.2	XP_039911811.1	624	
NC_053451.1	23036466	23090427	2	plus	BOC cell adhesion associated, oncogene regulated	BOC	120749401	protein-coding	XM_040056766.1	XP_039912700.1	1106	
NC_053451.1	23092038	23128828	2	minus	cilia and flagella associated protein 44	CFAP44	120748879	protein-coding	XM_040055780.1	XP_039911714.1	1796	
NC_053451.1	23134452	23148290	2	plus	immunoglobulin like domain containing receptor 1	ILDR1	120749128	protein-coding	XM_040056283.2	XP_039912217.1	540	
NC_053451.1	23155511	23156850	2	plus	apovitellenin-1-like	LOC120749398	120749398	protein-coding	XM_040056762.1	XP_039912696.1	106	
NC_053451.1	23161351	23187007	2	plus	claudin domain containing 1	CLDND1	120749049	protein-coding	XM_040056137.2	XP_039912071.1	251	
NC_053451.1	23168912	23170012	2	minus	G protein-coupled receptor 15	GPR15	120749047	protein-coding	XM_040056136.1	XP_039912070.1	366	
NC_053451.1	23205947	23217050	2	plus	phospholipase A2-like	LOC120749203	120749203	protein-coding	XM_040056396.1	XP_039912330.1	159	
NC_053451.1	23218814	23225914	2	minus	uncharacterized LOC120749525	LOC120749525	120749525	protein-coding	XM_040057021.2	XP_039912955.1	229	
NC_053451.1	23228910	23280510	2	plus	GRAM domain containing 1C	GRAMD1C	120749524	protein-coding	XM_040057015.1	XP_039912949.1	671	
NC_053451.1	23281600	23288963	2	plus	zinc finger DHHC-type palmitoyltransferase 23	ZDHHC23	120748395	protein-coding	XM_040054554.2	XP_039910488.1	412	
NC_053451.1	23292083	23313086	2	minus	coiled-coil domain containing 191	CCDC191	120748394	protein-coding	XM_040054551.2	XP_039910485.1	860	
NC_053451.1	23311533	23313132	2	plus	acidic proline-rich protein PRP25-like	LOC120747849	120747849	protein-coding	XM_040053888.1	XP_039909822.1	140	
NC_053451.1	23313241	23327154	2	plus	queuine tRNA-ribosyltransferase accessory subunit 2	QTRT2	120749494	protein-coding	XM_040056949.1	XP_039912883.1	423	
NC_053451.1	23335205	23349173	2	minus	dopamine receptor D3	DRD3	120749547	protein-coding	XM_040057055.1	XP_039912989.1	425	
NC_053451.1	23394066	23868969	2	minus	zinc finger and BTB domain containing 20	ZBTB20	120749191	protein-coding	XM_040056377.1	XP_039912311.1	741	
NC_053451.1	24018645	24076746	2	plus	growth associated protein 43	GAP43	120749372	protein-coding	XM_040056721.2	XP_039912655.1	248	
NC_053451.1	24101616	25088896	2	minus	limbic system associated membrane protein	LSAMP	120748400	protein-coding	XM_040054567.2	XP_039910501.1	350	
NC_053451.1	25115875	25141494	2	minus	uncharacterized LOC120749054	LOC120749054	120749054	lncRNA	XR_005699508.2			
NC_053451.1	25283408	25315524	2	minus	uncharacterized LOC120749606	LOC120749606	120749606	lncRNA	XR_005699689.2			
NC_053451.1	25412388	25516931	2	minus	immunoglobulin superfamily member 11	IGSF11	120749076	protein-coding	XM_040056196.2	XP_039912130.1	441	
NC_053451.1	25517203	25521552	2	plus	uncharacterized LOC120749077	LOC120749077	120749077	lncRNA	XR_005699521.1			
NC_053451.1	25553308	25556556	2	plus	testis expressed 55	TEX55	120749174	protein-coding	XM_040056357.1	XP_039912291.1	98	
NC_053451.1	25568360	25580075	2	plus	uroplakin 1B	UPK1B	120748950	protein-coding	XM_040055941.1	XP_039911875.1	256	
NC_053451.1	25585582	25664743	2	minus	Rho GTPase activating protein 31	ARHGAP31	120748442	protein-coding	XM_040054715.2	XP_039910649.1	1486	
NC_053451.1	25697445	25725513	2	plus	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1-like	LOC120749434	120749434	protein-coding	XM_040056824.1	XP_039912758.1	344	
NC_053451.1	25729380	25743831	2	plus	beta-1,4-galactosyltransferase 3-like	LOC120749551	120749551	protein-coding	XM_040057059.2	XP_039912993.1	344	
NC_053451.1	25744792	25772675	2	minus	beta-1,4-galactosyltransferase 4	B4GALT4	120749274	protein-coding	XM_040056521.2	XP_039912455.1	352	
NC_053451.1	25782945	25802326	2	plus	transmembrane protein 39A	TMEM39A	120749582	protein-coding	XM_040057120.1	XP_039913054.1	517	
NC_053451.1	25802469	25818362	2	minus	uncharacterized LOC120749581	LOC120749581	120749581	protein-coding	XM_040057119.2	XP_039913053.1	611	
NC_053451.1	25818259	25840944	2	plus	chromodomain helicase DNA binding protein 1 like	CHD1L	120749580	protein-coding	XM_040057116.1	XP_039913050.1	888	
NC_053451.1	25847737	25893166	2	plus	VANGL planar cell polarity protein 1	VANGL1	120748737	protein-coding	XM_040055456.2	XP_039911390.1	526	
NC_053451.1	25902026	25935343	2	minus	calsequestrin 2	CASQ2	120748402	protein-coding	XM_040054576.2	XP_039910510.1	406	
NC_053451.1	25968930	25972973	2	minus	nescient helix-loop-helix 2	NHLH2	120749033	protein-coding	XM_040056120.2	XP_039912054.1	142	
NC_053451.1	26018144	26056797	2	plus	solute carrier family 22 member 15	SLC22A15	120748984	protein-coding	XM_040056007.2	XP_039911941.1	549	
NC_053451.1	26049337	26085769	2	plus	mab-21 like 3	MAB21L3	131378456	protein-coding	XM_058419376.1	XP_058275359.1	387	
NC_053451.1	26091566	26100466	2	plus	uncharacterized LOC120749292	LOC120749292	120749292	lncRNA	XR_005699606.1			
NC_053451.1	26136752	26163824	2	plus	ATPase Na+/K+ transporting subunit alpha 1	ATP1A1	120749246	protein-coding	XM_040056474.2	XP_039912408.1	1021	
NC_053451.1	26209297	26213652	2	minus	uncharacterized LOC120748897	LOC120748897	120748897	lncRNA	XR_005699454.2			
NC_053451.1	26259771	26266849	2	minus	popeye domain containing 2	POPDC2	120749638	protein-coding	XM_040057237.2	XP_039913171.1	367	
NC_053451.1	26271919	26274417	2	minus	cytochrome c oxidase copper chaperone	LOC120748761	120748761	protein-coding	XM_040055530.2	XP_039911464.1	68	
NC_053451.1	26275993	26304186	2	minus	uncharacterized LOC120749616	LOC120749616	120749616	lncRNA	XR_005699696.1			
NC_053451.1	26287721	26317330	2	plus	cilia and flagella associated protein 91	CFAP91	120749614	protein-coding	XM_040057177.1	XP_039913111.1	720	
NC_053451.1	26307344	26316868	2	minus	uncharacterized LOC120749617	LOC120749617	120749617	lncRNA	XR_005699697.2			
NC_053451.1	26324626	26474244	2	minus	glycogen synthase kinase 3 beta	GSK3B	120765763	protein-coding	XM_040090940.2	XP_039946874.1	433	
NC_053451.1	26477691	26484880	2	minus	uncharacterized LOC120749688	LOC120749688	120749688	lncRNA	XR_005699741.2			
NC_053451.1	26491496	26516862	2	minus	G protein-coupled receptor 156	GPR156	120749530	protein-coding	XM_040057025.2	XP_039912959.1	759	
NC_053451.1	26517156	26520997	2	plus	uncharacterized LOC120749532	LOC120749532	120749532	lncRNA	XR_005699678.2			
